id,year,url,status,pdf
akcansa-buyukcekmece,2024,https://www.akcansa.com.tr/wp-content/uploads/2025/04/Akcansa-2024-Integrated-Annual-Report.pdf,failed,
akcansa-buyukcekmece,2023,https://www.akcansa.com.tr/wp-content/uploads/2024/04/Akcansa-2023-Integrated-Annual-Report.pdf,failed,
cimsa-mersin,2023,https://cimsa.com.tr/wp-content/uploads/2024/04/2023-entegre-faaliyet-raporu-reduce.pdf,ok,cimsa-mersin__2023__2023-entegre-faaliyet-raporu-reduce__f73d8846.pdf
oyak-bolu,2023,https://assets.oyakcimento.com/contents/pdf/2024165/85001718371454294639.pdf,ok,oyak-bolu__2023__85001718371454294639__b1f1170a.pdf
oyak-unye,2023,https://assets.oyakcimento.com/contents/pdf/2024165/85001718371454294639.pdf,shared,(see other rows)
oyak-mardin,2023,https://assets.oyakcimento.com/contents/pdf/2024165/85001718371454294639.pdf,shared,(see other rows)
oyak-adana,2023,https://assets.oyakcimento.com/contents/pdf/2024165/85001718371454294639.pdf,shared,(see other rows)
oyak-aslan,2023,https://assets.oyakcimento.com/contents/pdf/2024165/85001718371454294639.pdf,shared,(see other rows)
tr-cement-association,2023,https://www.turkcimento.org.tr/uploads/pdf/TurkCimento-Surdurulebilirlik-Raporu-2023-Web.pdf,ok,tr-cement-association__2023__TurkCimento-Surdurulebilirlik-Raporu-2023-Web__90625e4d.pdf
